# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# popcnt
66 0FB8 CE, INVALID, INVALID, 0, code=INVALID
62 F66E0B 56 D3, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, Vfmaddcph, 3, op0=r;xmm2 op1=r;xmm2 op2=r;xmm3 k3 decopt=NoInvalidCheck
62 F66E0B 56 D3, INVALID, INVALID, 0, code=EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32
62 F64E0B 56 D2, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, Vfmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm2 k3 decopt=NoInvalidCheck
62 F64E0B 56 D2, INVALID, INVALID, 0, code=EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32
62 F66E0B 56 D2, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, Vfmaddcph, 3, op0=r;xmm2 op1=r;xmm2 op2=r;xmm2 k3 decopt=NoInvalidCheck
62 F66E0B 56 D2, INVALID, INVALID, 0, code=EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32
62 F64E0B 56 D6, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, Vfmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm6 k3

62 F64E2B 56 50 01, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, Vfmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 k3 co=0;0;0;0;6;1
62 F64EBD 56 50 01, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, Vfmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;4;1;Broadcast256_2xFloat16 bcst k5 zmsk co=0;0;0;0;6;1
62 F64E28 56 50 01, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, Vfmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 co=0;0;0;0;6;1
62 F64E2B 56 D3, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, Vfmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3
62 D64E2B 56 50 01, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, Vfmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64E2B565001
62 E64E2B 56 50 01, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, Vfmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64E2B565001
62 F66E2B 56 50 01, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, Vfmaddcph, 3, op0=r;ymm2 op1=r;ymm2 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 k3 co=0;0;0;0;6;1 decopt=NoInvalidCheck
62 F66E2B 56 50 01, INVALID, INVALID, 0, code=EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32
62 F66E2B 56 D3, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, Vfmaddcph, 3, op0=r;ymm2 op1=r;ymm2 op2=r;ymm3 k3 decopt=NoInvalidCheck
62 F66E2B 56 D3, INVALID, INVALID, 0, code=EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32
62 F64E2B 56 D2, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, Vfmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm2 k3 decopt=NoInvalidCheck
62 F64E2B 56 D2, INVALID, INVALID, 0, code=EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32
62 F66E2B 56 D2, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, Vfmaddcph, 3, op0=r;ymm2 op1=r;ymm2 op2=r;ymm2 k3 decopt=NoInvalidCheck
62 F66E2B 56 D2, INVALID, INVALID, 0, code=EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32
62 F64E2B 56 D6, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, Vfmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm6 k3

62 F64E4B 56 50 01, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 k3 co=0;0;0;0;6;1
62 F64EDD 56 50 01, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;4;1;Broadcast512_2xFloat16 bcst k5 zmsk co=0;0;0;0;6;1
62 F64E48 56 50 01, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 co=0;0;0;0;6;1
62 F64EDB 56 D3, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 zmsk rc-ru
62 F64E1B 56 D3, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 rc-rn
62 F64E4B 56 D3, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3
62 F64E3B 56 D3, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 rc-rd
62 D64E4B 56 50 01, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64E4B565001
62 E64E4B 56 50 01, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64E4B565001
62 F66E4B 56 50 01, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm2 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 k3 co=0;0;0;0;6;1 decopt=NoInvalidCheck
62 F66E4B 56 50 01, INVALID, INVALID, 0, code=EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er
62 F66EDB 56 D3, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm2 op2=r;zmm3 k3 zmsk rc-ru decopt=NoInvalidCheck
62 F66EDB 56 D3, INVALID, INVALID, 0, code=EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er
62 F64EDB 56 D2, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm2 k3 zmsk rc-ru decopt=NoInvalidCheck
62 F64EDB 56 D2, INVALID, INVALID, 0, code=EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er
62 F66EDB 56 D2, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm2 op2=r;zmm2 k3 zmsk rc-ru decopt=NoInvalidCheck
62 F66EDB 56 D2, INVALID, INVALID, 0, code=EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er
62 F64EDB 56 D6, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm6 k3 zmsk rc-ru

62 F64F0B 57 50 01, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 co=0;0;0;0;6;1
62 F64F08 57 50 01, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 co=0;0;0;0;6;1
62 F64FAB 57 50 01, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 zmsk co=0;0;0;0;6;1 enc=62F64F8B575001
62 F64FCB 57 50 01, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 zmsk co=0;0;0;0;6;1 enc=62F64F8B575001
62 F64FEB 57 50 01, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 zmsk co=0;0;0;0;6;1 enc=62F64F8B575001 decopt=NoInvalidCheck
62 F64FEB 57 50 01, INVALID, INVALID, 0, code=EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er
62 F64F0B 57 D3, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 F64FDB 57 D3, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 zmsk rc-ru
62 D64F0B 57 50 01, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 co=0;0;0;0;6;1 enc=62F64F0B575001
62 E64F0B 57 50 01, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 co=0;0;0;0;6;1 enc=62F64F0B575001
62 F66F0B 57 50 01, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm2 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 co=0;0;0;0;6;1 decopt=NoInvalidCheck
62 F66F0B 57 50 01, INVALID, INVALID, 0, code=EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er
62 F66F0B 57 D3, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm2 op2=r;xmm3 k3 decopt=NoInvalidCheck
62 F66F0B 57 D3, INVALID, INVALID, 0, code=EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er
62 F64F0B 57 D2, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm2 k3 decopt=NoInvalidCheck
62 F64F0B 57 D2, INVALID, INVALID, 0, code=EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er
62 F66F0B 57 D2, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm2 op2=r;xmm2 k3 decopt=NoInvalidCheck
62 F66F0B 57 D2, INVALID, INVALID, 0, code=EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er
62 F64F0B 57 D6, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfcmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm6 k3

62 F64E0B 57 50 01, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 co=0;0;0;0;6;1
62 F64E08 57 50 01, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 co=0;0;0;0;6;1
62 F64EAB 57 50 01, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 zmsk co=0;0;0;0;6;1 enc=62F64E8B575001
62 F64ECB 57 50 01, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 zmsk co=0;0;0;0;6;1 enc=62F64E8B575001
62 F64EEB 57 50 01, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 zmsk co=0;0;0;0;6;1 enc=62F64E8B575001 decopt=NoInvalidCheck
62 F64EEB 57 50 01, INVALID, INVALID, 0, code=EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er
62 F64E0B 57 D3, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 F64EDB 57 D3, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 zmsk rc-ru
62 D64E0B 57 50 01, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 co=0;0;0;0;6;1 enc=62F64E0B575001
62 E64E0B 57 50 01, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 co=0;0;0;0;6;1 enc=62F64E0B575001
62 F66E0B 57 50 01, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm2 op2=m;ds;bx;si;1;4;1;Packed32_Float16 k3 co=0;0;0;0;6;1 decopt=NoInvalidCheck
62 F66E0B 57 50 01, INVALID, INVALID, 0, code=EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er
62 F66E0B 57 D3, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm2 op2=r;xmm3 k3 decopt=NoInvalidCheck
62 F66E0B 57 D3, INVALID, INVALID, 0, code=EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er
62 F64E0B 57 D2, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm2 k3 decopt=NoInvalidCheck
62 F64E0B 57 D2, INVALID, INVALID, 0, code=EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er
62 F66E0B 57 D2, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm2 op2=r;xmm2 k3 decopt=NoInvalidCheck
62 F66E0B 57 D2, INVALID, INVALID, 0, code=EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er
62 F64E0B 57 D6, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, Vfmaddcsh, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm6 k3

62 F64F0B D6 50 01, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, Vfcmulcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1
62 F64F9D D6 50 01, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, Vfcmulcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Broadcast128_2xFloat16 bcst k5 zmsk co=0;0;0;0;6;1
62 F64F08 D6 50 01, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, Vfcmulcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 co=0;0;0;0;6;1
62 F64F0B D6 D3, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, Vfcmulcph, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 D64F0B D6 50 01, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, Vfcmulcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64F0BD65001
62 E64F0B D6 50 01, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, Vfcmulcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64F0BD65001
62 F66F0B D6 50 01, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, Vfcmulcph, 3, op0=r;xmm2 op1=r;xmm2 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1 decopt=NoInvalidCheck
62 F66F0B D6 50 01, INVALID, INVALID, 0, code=EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32
62 F66F0B D6 D3, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, Vfcmulcph, 3, op0=r;xmm2 op1=r;xmm2 op2=r;xmm3 k3 decopt=NoInvalidCheck
62 F66F0B D6 D3, INVALID, INVALID, 0, code=EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32
62 F64F0B D6 D2, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, Vfcmulcph, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm2 k3 decopt=NoInvalidCheck
62 F64F0B D6 D2, INVALID, INVALID, 0, code=EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32
62 F66F0B D6 D2, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, Vfcmulcph, 3, op0=r;xmm2 op1=r;xmm2 op2=r;xmm2 k3 decopt=NoInvalidCheck
62 F66F0B D6 D2, INVALID, INVALID, 0, code=EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32
62 F64F0B D6 D6, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, Vfcmulcph, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm6 k3

62 F64F2B D6 50 01, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, Vfcmulcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 k3 co=0;0;0;0;6;1
62 F64FBD D6 50 01, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, Vfcmulcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;4;1;Broadcast256_2xFloat16 bcst k5 zmsk co=0;0;0;0;6;1
62 F64F28 D6 50 01, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, Vfcmulcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 co=0;0;0;0;6;1
62 F64F2B D6 D3, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, Vfcmulcph, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3
62 D64F2B D6 50 01, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, Vfcmulcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64F2BD65001
62 E64F2B D6 50 01, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, Vfcmulcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64F2BD65001
62 F66F2B D6 50 01, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, Vfcmulcph, 3, op0=r;ymm2 op1=r;ymm2 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 k3 co=0;0;0;0;6;1 decopt=NoInvalidCheck
62 F66F2B D6 50 01, INVALID, INVALID, 0, code=EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32
62 F66F2B D6 D3, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, Vfcmulcph, 3, op0=r;ymm2 op1=r;ymm2 op2=r;ymm3 k3 decopt=NoInvalidCheck
62 F66F2B D6 D3, INVALID, INVALID, 0, code=EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32
62 F64F2B D6 D2, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, Vfcmulcph, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm2 k3 decopt=NoInvalidCheck
62 F64F2B D6 D2, INVALID, INVALID, 0, code=EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32
62 F66F2B D6 D2, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, Vfcmulcph, 3, op0=r;ymm2 op1=r;ymm2 op2=r;ymm2 k3 decopt=NoInvalidCheck
62 F66F2B D6 D2, INVALID, INVALID, 0, code=EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32
62 F64F2B D6 D6, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, Vfcmulcph, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm6 k3

62 F64F4B D6 50 01, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 k3 co=0;0;0;0;6;1
62 F64FDD D6 50 01, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;4;1;Broadcast512_2xFloat16 bcst k5 zmsk co=0;0;0;0;6;1
62 F64F48 D6 50 01, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 co=0;0;0;0;6;1
62 F64FDB D6 D3, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 zmsk rc-ru
62 F64F1B D6 D3, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 rc-rn
62 F64F4B D6 D3, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3
62 F64F3B D6 D3, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 rc-rd
62 D64F4B D6 50 01, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64F4BD65001
62 E64F4B D6 50 01, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64F4BD65001
62 F66F4B D6 50 01, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm2 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 k3 co=0;0;0;0;6;1 decopt=NoInvalidCheck
62 F66F4B D6 50 01, INVALID, INVALID, 0, code=EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er
62 F66FDB D6 D3, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm2 op2=r;zmm3 k3 zmsk rc-ru decopt=NoInvalidCheck
62 F66FDB D6 D3, INVALID, INVALID, 0, code=EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er
62 F64FDB D6 D2, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm2 k3 zmsk rc-ru decopt=NoInvalidCheck
62 F64FDB D6 D2, INVALID, INVALID, 0, code=EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er
62 F66FDB D6 D2, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm2 op2=r;zmm2 k3 zmsk rc-ru decopt=NoInvalidCheck
62 F66FDB D6 D2, INVALID, INVALID, 0, code=EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er
62 F64FDB D6 D6, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmulcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm6 k3 zmsk rc-ru

62 F64E0B D6 50 01, EVEX_Vfmulcph_xmm_k1z_xmm_xmmm128b32, Vfmulcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1
62 F64E9D D6 50 01, EVEX_Vfmulcph_xmm_k1z_xmm_xmmm128b32, Vfmulcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Broadcast128_2xFloat16 bcst k5 zmsk co=0;0;0;0;6;1
62 F64E08 D6 50 01, EVEX_Vfmulcph_xmm_k1z_xmm_xmmm128b32, Vfmulcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 co=0;0;0;0;6;1
62 F64E0B D6 D3, EVEX_Vfmulcph_xmm_k1z_xmm_xmmm128b32, Vfmulcph, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 D64E0B D6 50 01, EVEX_Vfmulcph_xmm_k1z_xmm_xmmm128b32, Vfmulcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64E0BD65001
