# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# ⚠️This file was generated by GENERATOR!🦹‍♂️

INVALID, INVALID, Unknown, Unknown, legacy, , legacy, 00, <invalid>, <invalid>, no-instr 16 32 64 cpl0 cpl1 cpl2 cpl3 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpdpbusds_xmm_xmm_xmmm128, Vpdpbusds, Packed128_Int8, Unknown, VEX, 66, 0F38, 51, VEX.128.66.0F38.W0 51 /r, VPDPBUSDS xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpdpbusds_ymm_ymm_ymmm256, Vpdpbusds, Packed256_Int8, Unknown, VEX, 66, 0F38, 51, VEX.256.66.0F38.W0 51 /r, VPDPBUSDS ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpdpwssd_xmm_xmm_xmmm128, Vpdpwssd, Packed128_Int16, Unknown, VEX, 66, 0F38, 52, VEX.128.66.0F38.W0 52 /r, VPDPWSSD xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpdpwssd_ymm_ymm_ymmm256, Vpdpwssd, Packed256_Int16, Unknown, VEX, 66, 0F38, 52, VEX.256.66.0F38.W0 52 /r, VPDPWSSD ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpdpwssds_xmm_xmm_xmmm128, Vpdpwssds, Packed128_Int16, Unknown, VEX, 66, 0F38, 53, VEX.128.66.0F38.W0 53 /r, VPDPWSSDS xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpdpwssds_ymm_ymm_ymmm256, Vpdpwssds, Packed256_Int16, Unknown, VEX, 66, 0F38, 53, VEX.256.66.0F38.W0 53 /r, VPDPWSSDS ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Ccs_hash_16, Ccs_hash, Unknown, Unknown, legacy, F3, 0F, A6E8, a16 F3 0F A6 E8, CCS_HASH, 16 32 cpl0 cpl1 cpl2 cpl3 a16 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Ccs_hash_32, Ccs_hash, Unknown, Unknown, legacy, F3, 0F, A6E8, a32 F3 0F A6 E8, CCS_HASH, 16 32 64 cpl0 cpl1 cpl2 cpl3 a32 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Ccs_hash_64, Ccs_hash, Unknown, Unknown, legacy, F3, 0F, A6E8, a64 F3 0F A6 E8, CCS_HASH, 64 cpl0 cpl1 cpl2 cpl3 a64 intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Ccs_encrypt_16, Ccs_encrypt, Unknown, Unknown, legacy, F3, 0F, A7F0, a16 F3 0F A7 F0, CCS_ENCRYPT, 16 32 cpl0 cpl1 cpl2 cpl3 a16 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Ccs_encrypt_32, Ccs_encrypt, Unknown, Unknown, legacy, F3, 0F, A7F0, a32 F3 0F A7 F0, CCS_ENCRYPT, 16 32 64 cpl0 cpl1 cpl2 cpl3 a32 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Ccs_encrypt_64, Ccs_encrypt, Unknown, Unknown, legacy, F3, 0F, A7F0, a64 F3 0F A7 F0, CCS_ENCRYPT, 64 cpl0 cpl1 cpl2 cpl3 a64 intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Lkgs_rm16, Lkgs, UInt16, Unknown, legacy, F2, 0F, 00, o16 F2 0F 00 /6, LKGS r/m16, g=6 64 cpl0 o16 op=r16_or_mem intel64 amd64 lm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Lkgs_r32m16, Lkgs, UInt16, Unknown, legacy, F2, 0F, 00, o32 F2 0F 00 /6, LKGS r32/m16, g=6 64 cpl0 o32 op=r32_or_mem intel64 amd64 lm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Lkgs_r64m16, Lkgs, UInt16, Unknown, legacy, F2, 0F, 00, F2 o64 0F 00 /6, LKGS r64/m16, g=6 64 cpl0 o64 op=r64_or_mem intel64 amd64 lm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Eretu, Eretu, Unknown, Unknown, legacy, F3, 0F, 01CA, F3 0F 01 CA, ERETU, 64 cpl0 stack intel64 amd64 lm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Erets, Erets, Unknown, Unknown, legacy, F2, 0F, 01CA, F2 0F 01 CA, ERETS, 64 cpl0 stack intel64 amd64 lm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
EVEX_Vaddph_xmm_k1z_xmm_xmmm128b16, Vaddph, Packed128_Float16, Broadcast128_Float16, EVEX, NP, MAP5, 58, EVEX.128.MAP5.W0 58 /r, VADDPH xmm1 {k1}{z}| xmm2| xmm3/m128/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N16b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vaddph_ymm_k1z_ymm_ymmm256b16, Vaddph, Packed256_Float16, Broadcast256_Float16, EVEX, NP, MAP5, 58, EVEX.256.MAP5.W0 58 /r, VADDPH ymm1 {k1}{z}| ymm2| ymm3/m256/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;ymm_vvvv;ymm_or_mem tt=N32b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vaddph_zmm_k1z_zmm_zmmm512b16_er, Vaddph, Packed512_Float16, Broadcast512_Float16, EVEX, NP, MAP5, 58, EVEX.512.MAP5.W0 58 /r, VADDPH zmm1 {k1}{z}| zmm2| zmm3/m512/m16bcst{er}, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W0 op=zmm_reg;zmm_vvvv;zmm_or_mem tt=N64b2 b er k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vaddsh_xmm_k1z_xmm_xmmm16_er, Vaddsh, Float16, Unknown, EVEX, F3, MAP5, 58, EVEX.LIG.F3.MAP5.W0 58 /r, VADDSH xmm1 {k1}{z}| xmm2| xmm3/m16{er}, 16 32 64 cpl0 cpl1 cpl2 cpl3 LIG W0 op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N2 er k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcmpph_kr_k1_xmm_xmmm128b16_imm8, Vcmpph, Packed128_Float16, Broadcast128_Float16, EVEX, NP, 0F3A, C2, EVEX.128.0F3A.W0 C2 /r ib, VCMPPH k1 {k2}| xmm2| xmm3/m128/m16bcst| imm8, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=k_reg;xmm_vvvv;xmm_or_mem;imm8 tt=N16b2 b k intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcmpph_kr_k1_ymm_ymmm256b16_imm8, Vcmpph, Packed256_Float16, Broadcast256_Float16, EVEX, NP, 0F3A, C2, EVEX.256.0F3A.W0 C2 /r ib, VCMPPH k1 {k2}| ymm2| ymm3/m256/m16bcst| imm8, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=k_reg;ymm_vvvv;ymm_or_mem;imm8 tt=N32b2 b k intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcmpph_kr_k1_zmm_zmmm512b16_imm8_sae, Vcmpph, Packed512_Float16, Broadcast512_Float16, EVEX, NP, 0F3A, C2, EVEX.512.0F3A.W0 C2 /r ib, VCMPPH k1 {k2}| zmm2| zmm3/m512/m16bcst{sae}| imm8, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W0 op=k_reg;zmm_vvvv;zmm_or_mem;imm8 tt=N64b2 b sae k intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcmpsh_kr_k1_xmm_xmmm16_imm8_sae, Vcmpsh, Float16, Unknown, EVEX, F3, 0F3A, C2, EVEX.LIG.F3.0F3A.W0 C2 /r ib, VCMPSH k1 {k2}| xmm2| xmm3/m16{sae}| imm8, 16 32 64 cpl0 cpl1 cpl2 cpl3 LIG W0 op=k_reg;xmm_vvvv;xmm_or_mem;imm8 tt=N2 sae k intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcomish_xmm_xmmm16_sae, Vcomish, Float16, Unknown, EVEX, NP, MAP5, 2F, EVEX.LIG.MAP5.W0 2F /r, VCOMISH xmm1| xmm2/m16{sae}, 16 32 64 cpl0 cpl1 cpl2 cpl3 LIG W0 op=xmm_reg;xmm_or_mem tt=N2 sae intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtdq2ph_xmm_k1z_xmmm128b32, Vcvtdq2ph, Packed128_Int32, Broadcast128_Int32, EVEX, NP, MAP5, 5B, EVEX.128.MAP5.W0 5B /r, VCVTDQ2PH xmm1 {k1}{z}| xmm2/m128/m32bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_or_mem tt=N16b4 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtdq2ph_xmm_k1z_ymmm256b32, Vcvtdq2ph, Packed256_Int32, Broadcast256_Int32, EVEX, NP, MAP5, 5B, EVEX.256.MAP5.W0 5B /r, VCVTDQ2PH xmm1 {k1}{z}| ymm2/m256/m32bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=xmm_reg;ymm_or_mem tt=N32b4 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtdq2ph_ymm_k1z_zmmm512b32_er, Vcvtdq2ph, Packed512_Int32, Broadcast512_Int32, EVEX, NP, MAP5, 5B, EVEX.512.MAP5.W0 5B /r, VCVTDQ2PH ymm1 {k1}{z}| zmm2/m512/m32bcst{er}, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W0 op=ymm_reg;zmm_or_mem tt=N64b4 b er k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtpd2ph_xmm_k1z_xmmm128b64, Vcvtpd2ph, Packed128_Float64, Broadcast128_Float64, EVEX, 66, MAP5, 5A, EVEX.128.66.MAP5.W1 5A /r, VCVTPD2PH xmm1 {k1}{z}| xmm2/m128/m64bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W1 op=xmm_reg;xmm_or_mem tt=N16b8 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtpd2ph_xmm_k1z_ymmm256b64, Vcvtpd2ph, Packed256_Float64, Broadcast256_Float64, EVEX, 66, MAP5, 5A, EVEX.256.66.MAP5.W1 5A /r, VCVTPD2PH xmm1 {k1}{z}| ymm2/m256/m64bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W1 op=xmm_reg;ymm_or_mem tt=N32b8 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtpd2ph_xmm_k1z_zmmm512b64_er, Vcvtpd2ph, Packed512_Float64, Broadcast512_Float64, EVEX, 66, MAP5, 5A, EVEX.512.66.MAP5.W1 5A /r, VCVTPD2PH xmm1 {k1}{z}| zmm2/m512/m64bcst{er}, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W1 op=xmm_reg;zmm_or_mem tt=N64b8 b er k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2dq_xmm_k1z_xmmm64b16, Vcvtph2dq, Packed64_Float16, Broadcast64_Float16, EVEX, 66, MAP5, 5B, EVEX.128.66.MAP5.W0 5B /r, VCVTPH2DQ xmm1 {k1}{z}| xmm2/m64/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_or_mem tt=N8b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2dq_ymm_k1z_xmmm128b16, Vcvtph2dq, Packed128_Float16, Broadcast128_Float16, EVEX, 66, MAP5, 5B, EVEX.256.66.MAP5.W0 5B /r, VCVTPH2DQ ymm1 {k1}{z}| xmm2/m128/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;xmm_or_mem tt=N16b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2dq_zmm_k1z_ymmm256b16_er, Vcvtph2dq, Packed256_Float16, Broadcast256_Float16, EVEX, 66, MAP5, 5B, EVEX.512.66.MAP5.W0 5B /r, VCVTPH2DQ zmm1 {k1}{z}| ymm2/m256/m16bcst{er}, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W0 op=zmm_reg;ymm_or_mem tt=N32b2 b er k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2pd_xmm_k1z_xmmm32b16, Vcvtph2pd, Packed32_Float16, Broadcast32_Float16, EVEX, NP, MAP5, 5A, EVEX.128.MAP5.W0 5A /r, VCVTPH2PD xmm1 {k1}{z}| xmm2/m32/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_or_mem tt=N4b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2pd_ymm_k1z_xmmm64b16, Vcvtph2pd, Packed64_Float16, Broadcast64_Float16, EVEX, NP, MAP5, 5A, EVEX.256.MAP5.W0 5A /r, VCVTPH2PD ymm1 {k1}{z}| xmm2/m64/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;xmm_or_mem tt=N8b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2pd_zmm_k1z_xmmm128b16_sae, Vcvtph2pd, Packed128_Float16, Broadcast128_Float16, EVEX, NP, MAP5, 5A, EVEX.512.MAP5.W0 5A /r, VCVTPH2PD zmm1 {k1}{z}| xmm2/m128/m16bcst{sae}, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W0 op=zmm_reg;xmm_or_mem tt=N16b2 b sae k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2psx_xmm_k1z_xmmm64b16, Vcvtph2psx, Packed64_Float16, Broadcast64_Float16, EVEX, 66, MAP6, 13, EVEX.128.66.MAP6.W0 13 /r, VCVTPH2PSX xmm1 {k1}{z}| xmm2/m64/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_or_mem tt=N8b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2psx_ymm_k1z_xmmm128b16, Vcvtph2psx, Packed128_Float16, Broadcast128_Float16, EVEX, 66, MAP6, 13, EVEX.256.66.MAP6.W0 13 /r, VCVTPH2PSX ymm1 {k1}{z}| xmm2/m128/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;xmm_or_mem tt=N16b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2psx_zmm_k1z_ymmm256b16_sae, Vcvtph2psx, Packed256_Float16, Broadcast256_Float16, EVEX, 66, MAP6, 13, EVEX.512.66.MAP6.W0 13 /r, VCVTPH2PSX zmm1 {k1}{z}| ymm2/m256/m16bcst{sae}, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W0 op=zmm_reg;ymm_or_mem tt=N32b2 b sae k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2qq_xmm_k1z_xmmm32b16, Vcvtph2qq, Packed32_Float16, Broadcast32_Float16, EVEX, 66, MAP5, 7B, EVEX.128.66.MAP5.W0 7B /r, VCVTPH2QQ xmm1 {k1}{z}| xmm2/m32/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_or_mem tt=N4b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2qq_ymm_k1z_xmmm64b16, Vcvtph2qq, Packed64_Float16, Broadcast64_Float16, EVEX, 66, MAP5, 7B, EVEX.256.66.MAP5.W0 7B /r, VCVTPH2QQ ymm1 {k1}{z}| xmm2/m64/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;xmm_or_mem tt=N8b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2qq_zmm_k1z_xmmm128b16_er, Vcvtph2qq, Packed128_Float16, Broadcast128_Float16, EVEX, 66, MAP5, 7B, EVEX.512.66.MAP5.W0 7B /r, VCVTPH2QQ zmm1 {k1}{z}| xmm2/m128/m16bcst{er}, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W0 op=zmm_reg;xmm_or_mem tt=N16b2 b er k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2udq_xmm_k1z_xmmm64b16, Vcvtph2udq, Packed64_Float16, Broadcast64_Float16, EVEX, NP, MAP5, 79, EVEX.128.MAP5.W0 79 /r, VCVTPH2UDQ xmm1 {k1}{z}| xmm2/m64/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_or_mem tt=N8b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2udq_ymm_k1z_xmmm128b16, Vcvtph2udq, Packed128_Float16, Broadcast128_Float16, EVEX, NP, MAP5, 79, EVEX.256.MAP5.W0 79 /r, VCVTPH2UDQ ymm1 {k1}{z}| xmm2/m128/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;xmm_or_mem tt=N16b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2udq_zmm_k1z_ymmm256b16_er, Vcvtph2udq, Packed256_Float16, Broadcast256_Float16, EVEX, NP, MAP5, 79, EVEX.512.MAP5.W0 79 /r, VCVTPH2UDQ zmm1 {k1}{z}| ymm2/m256/m16bcst{er}, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W0 op=zmm_reg;ymm_or_mem tt=N32b2 b er k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2uqq_xmm_k1z_xmmm32b16, Vcvtph2uqq, Packed32_Float16, Broadcast32_Float16, EVEX, 66, MAP5, 79, EVEX.128.66.MAP5.W0 79 /r, VCVTPH2UQQ xmm1 {k1}{z}| xmm2/m32/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_or_mem tt=N4b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2uqq_ymm_k1z_xmmm64b16, Vcvtph2uqq, Packed64_Float16, Broadcast64_Float16, EVEX, 66, MAP5, 79, EVEX.256.66.MAP5.W0 79 /r, VCVTPH2UQQ ymm1 {k1}{z}| xmm2/m64/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;xmm_or_mem tt=N8b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2uqq_zmm_k1z_xmmm128b16_er, Vcvtph2uqq, Packed128_Float16, Broadcast128_Float16, EVEX, 66, MAP5, 79, EVEX.512.66.MAP5.W0 79 /r, VCVTPH2UQQ zmm1 {k1}{z}| xmm2/m128/m16bcst{er}, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W0 op=zmm_reg;xmm_or_mem tt=N16b2 b er k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vcvtph2uw_xmm_k1z_xmmm128b16, Vcvtph2uw, Packed128_Float16, Broadcast128_Float16, EVEX, NP, MAP5, 7D, EVEX.128.MAP5.W0 7D /r, VCVTPH2UW xmm1 {k1}{z}| xmm2/m128/m16bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_or_mem tt=N16b2 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
