# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

00 CE, Add_rm8_r8
62 B108D8 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 9148E0 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F108F0 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F1C908 5C 50 01, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 71C918 5C 50 01, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 E1C928 5C 50 01, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 F1C988 5C 50 01, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 F1C998 5C 50 01, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 F1C9A8 5C 50 01, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 F1C908 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 71C91B 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 E1C928 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 61C938 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 D1C948 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 B1C958 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 91C968 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 F1C978 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 F1C988 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 71C998 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 E1C9A8 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 61C9B8 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 D1C9C8 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 B189D8 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 91C9E0 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 F189F0 5C D3, MVEX_Vsubpd_zmm_k1_zmm_zmmmt, KNC
62 F14908 DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 714918 DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 E14928 DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F1494B DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F14958 DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F14968 DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F14978 DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F14988 DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F14998 DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F149A8 DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F149C8 DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F109D8 DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F149E0 DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F109F0 DB 50 01, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F14908 DB D3, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 71491B DB D3, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 E14928 DB D3, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 614938 DB D3, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 D14948 DB D3, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 B14958 DB D3, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 914968 DB D3, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F14978 DB D3, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F14988 DB D3, MVEX_Vpandd_zmm_k1_zmm_zmmmt, KNC
62 F1C908 DB 50 01, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 71C918 DB 50 01, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 E1C928 DB 50 01, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 F1C988 DB 50 01, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 F1C998 DB 50 01, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 F1C9A8 DB 50 01, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 F1C908 DB D3, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 71C91B DB D3, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 E1C928 DB D3, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 61C938 DB D3, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 D1C948 DB D3, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 B1C958 DB D3, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 91C968 DB D3, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 F1C978 DB D3, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 F1C988 DB D3, MVEX_Vpandq_zmm_k1_zmm_zmmmt, KNC
62 F14908 DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 714918 DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 E14928 DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F1494B DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F14958 DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F14968 DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F14978 DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F14988 DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F14998 DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F149A8 DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F149C8 DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F109D8 DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F149E0 DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F109F0 DF 50 01, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F14908 DF D3, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 71491B DF D3, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 E14928 DF D3, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 614938 DF D3, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 D14948 DF D3, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 B14958 DF D3, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 914968 DF D3, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F14978 DF D3, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F14988 DF D3, MVEX_Vpandnd_zmm_k1_zmm_zmmmt, KNC
62 F1C908 DF 50 01, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 71C918 DF 50 01, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 E1C928 DF 50 01, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 F1C988 DF 50 01, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 F1C998 DF 50 01, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 F1C9A8 DF 50 01, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 F1C908 DF D3, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 71C91B DF D3, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 E1C928 DF D3, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 61C938 DF D3, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 D1C948 DF D3, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 B1C958 DF D3, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 91C968 DF D3, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 F1C978 DF D3, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 F1C988 DF D3, MVEX_Vpandnq_zmm_k1_zmm_zmmmt, KNC
62 F14908 EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 714918 EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 E14928 EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F1494B EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F14958 EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F14968 EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F14978 EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F14988 EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F14998 EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F149A8 EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F149C8 EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F109D8 EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F149E0 EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F109F0 EB 50 01, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F14908 EB D3, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 71491B EB D3, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 E14928 EB D3, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 614938 EB D3, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 D14948 EB D3, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 B14958 EB D3, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 914968 EB D3, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F14978 EB D3, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F14988 EB D3, MVEX_Vpord_zmm_k1_zmm_zmmmt, KNC
62 F1C908 EB 50 01, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 71C918 EB 50 01, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 E1C928 EB 50 01, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 F1C988 EB 50 01, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 F1C998 EB 50 01, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 F1C9A8 EB 50 01, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 F1C908 EB D3, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 71C91B EB D3, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 E1C928 EB D3, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 61C938 EB D3, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 D1C948 EB D3, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 B1C958 EB D3, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 91C968 EB D3, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 F1C978 EB D3, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 F1C988 EB D3, MVEX_Vporq_zmm_k1_zmm_zmmmt, KNC
62 F14908 EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 714918 EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 E14928 EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F1494B EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F14958 EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F14968 EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F14978 EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F14988 EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F14998 EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F149A8 EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F149C8 EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F109D8 EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F149E0 EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F109F0 EF 50 01, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F14908 EF D3, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 71491B EF D3, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 E14928 EF D3, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 614938 EF D3, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 D14948 EF D3, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 B14958 EF D3, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 914968 EF D3, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F14978 EF D3, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F14988 EF D3, MVEX_Vpxord_zmm_k1_zmm_zmmmt, KNC
62 F1C908 EF 50 01, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 71C918 EF 50 01, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 E1C928 EF 50 01, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 F1C988 EF 50 01, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 F1C998 EF 50 01, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 F1C9A8 EF 50 01, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 F1C908 EF D3, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 71C91B EF D3, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 E1C928 EF D3, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 61C938 EF D3, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 D1C948 EF D3, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 B1C958 EF D3, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 91C968 EF D3, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 F1C978 EF D3, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 F1C988 EF D3, MVEX_Vpxorq_zmm_k1_zmm_zmmmt, KNC
62 F14908 FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 714918 FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 E14928 FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F1494B FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F14958 FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F14968 FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F14978 FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F14988 FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F14998 FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F149A8 FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F149C8 FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F109D8 FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F149E0 FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F109F0 FA 50 01, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F14908 FA D3, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 71491B FA D3, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 E14928 FA D3, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 614938 FA D3, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 D14948 FA D3, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 B14958 FA D3, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 914968 FA D3, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F14978 FA D3, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F14988 FA D3, MVEX_Vpsubd_zmm_k1_zmm_zmmmt, KNC
62 F14908 FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 714918 FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 E14928 FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F1494B FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F14958 FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F14968 FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F14978 FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F14988 FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F14998 FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F149A8 FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F149C8 FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F109D8 FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F149E0 FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F109F0 FE 50 01, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F14908 FE D3, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 71491B FE D3, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 E14928 FE D3, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 614938 FE D3, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 D14948 FE D3, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 B14958 FE D3, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 914968 FE D3, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F14978 FE D3, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F14988 FE D3, MVEX_Vpaddd_zmm_k1_zmm_zmmmt, KNC
62 F2490D 36 50 01, MVEX_Vpermd_zmm_k1_zmm_zmmmt, KNC
62 624988 36 50 01, MVEX_Vpermd_zmm_k1_zmm_zmmmt, KNC
62 F24908 36 D3, MVEX_Vpermd_zmm_k1_zmm_zmmmt, KNC
62 924980 36 D3, MVEX_Vpermd_zmm_k1_zmm_zmmmt, KNC
62 F24908 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 724918 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 E24928 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F2494B 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F24958 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F24968 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F24978 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F24988 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F24998 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F249A8 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F249C8 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F209D8 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F249E0 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F209F0 39 50 01, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F24908 39 D3, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 72491B 39 D3, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 E24928 39 D3, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 624938 39 D3, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 D24948 39 D3, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 B24958 39 D3, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 924968 39 D3, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F24978 39 D3, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F24988 39 D3, MVEX_Vpminsd_zmm_k1_zmm_zmmmt, KNC
62 F24908 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 724918 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 E24928 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F2494B 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F24958 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F24968 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F24978 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F24988 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F24998 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F249A8 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F249C8 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F209D8 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F249E0 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F209F0 3B 50 01, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F24908 3B D3, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 72491B 3B D3, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 E24928 3B D3, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 624938 3B D3, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 D24948 3B D3, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 B24958 3B D3, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 924968 3B D3, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F24978 3B D3, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F24988 3B D3, MVEX_Vpminud_zmm_k1_zmm_zmmmt, KNC
62 F24908 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 724918 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 E24928 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F2494B 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F24958 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F24968 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F24978 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F24988 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F24998 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F249A8 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F249C8 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F209D8 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F249E0 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F209F0 3D 50 01, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F24908 3D D3, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 72491B 3D D3, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 E24928 3D D3, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 624938 3D D3, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 D24948 3D D3, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 B24958 3D D3, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 924968 3D D3, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F24978 3D D3, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F24988 3D D3, MVEX_Vpmaxsd_zmm_k1_zmm_zmmmt, KNC
62 F24908 3F 50 01, MVEX_Vpmaxud_zmm_k1_zmm_zmmmt, KNC
62 724918 3F 50 01, MVEX_Vpmaxud_zmm_k1_zmm_zmmmt, KNC
62 E24928 3F 50 01, MVEX_Vpmaxud_zmm_k1_zmm_zmmmt, KNC
62 F2494B 3F 50 01, MVEX_Vpmaxud_zmm_k1_zmm_zmmmt, KNC
62 F24958 3F 50 01, MVEX_Vpmaxud_zmm_k1_zmm_zmmmt, KNC
62 F24968 3F 50 01, MVEX_Vpmaxud_zmm_k1_zmm_zmmmt, KNC
62 F24978 3F 50 01, MVEX_Vpmaxud_zmm_k1_zmm_zmmmt, KNC
62 F24988 3F 50 01, MVEX_Vpmaxud_zmm_k1_zmm_zmmmt, KNC
62 F24998 3F 50 01, MVEX_Vpmaxud_zmm_k1_zmm_zmmmt, KNC
62 F249A8 3F 50 01, MVEX_Vpmaxud_zmm_k1_zmm_zmmmt, KNC
62 F249C8 3F 50 01, MVEX_Vpmaxud_zmm_k1_zmm_zmmmt, KNC
62 F209D8 3F 50 01, MVEX_Vpmaxud_zmm_k1_zmm_zmmmt, KNC
62 F249E0 3F 50 01, MVEX_Vpmaxud_zmm_k1_zmm_zmmmt, KNC
