# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# invalid instruction
26262626262626262626262626262626, INVALID, Legacy, INTEL8086, flow=Exception
# vfmsubadd132ph zmm2,zmm6,[rax+40h]
62 F64D48 97 50 01, EVEX_Vfmsubadd132ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Float16
# vfmsubadd132ph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64D1B 97 D3, EVEX_Vfmsubadd132ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmsubadd132ph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64DDB 97 D3, EVEX_Vfmsubadd132ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmsubadd213ph xmm2,xmm6,[rax+10h]
62 F64D08 A7 50 01, EVEX_Vfmsubadd213ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
# vfmsubadd213ph xmm18{k3},xmm14,xmm3
62 E60D0B A7 D3, EVEX_Vfmsubadd213ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfmsubadd213ph xmm2{k3}{z},xmm6,xmm3
62 F64D8B A7 D3, EVEX_Vfmsubadd213ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmsubadd213ph ymm2,ymm6,[rax+20h]
62 F64D28 A7 50 01, EVEX_Vfmsubadd213ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float16
# vfmsubadd213ph ymm18{k3},ymm14,ymm3
62 E60D2B A7 D3, EVEX_Vfmsubadd213ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vfmsubadd213ph ymm2{k3}{z},ymm6,ymm3
62 F64DAB A7 D3, EVEX_Vfmsubadd213ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfmsubadd213ph zmm2,zmm6,[rax+40h]
62 F64D48 A7 50 01, EVEX_Vfmsubadd213ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Float16
# vfmsubadd213ph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64D1B A7 D3, EVEX_Vfmsubadd213ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmsubadd213ph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64DDB A7 D3, EVEX_Vfmsubadd213ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmsubadd231ph xmm2,xmm6,[rax+10h]
62 F64D08 B7 50 01, EVEX_Vfmsubadd231ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
# vfmsubadd231ph xmm18{k3},xmm14,xmm3
62 E60D0B B7 D3, EVEX_Vfmsubadd231ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfmsubadd231ph xmm2{k3}{z},xmm6,xmm3
62 F64D8B B7 D3, EVEX_Vfmsubadd231ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmsubadd231ph ymm2,ymm6,[rax+20h]
62 F64D28 B7 50 01, EVEX_Vfmsubadd231ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float16
# vfmsubadd231ph ymm18{k3},ymm14,ymm3
62 E60D2B B7 D3, EVEX_Vfmsubadd231ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vfmsubadd231ph ymm2{k3}{z},ymm6,ymm3
62 F64DAB B7 D3, EVEX_Vfmsubadd231ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfmsubadd231ph zmm2,zmm6,[rax+40h]
62 F64D48 B7 50 01, EVEX_Vfmsubadd231ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Float16
# vfmsubadd231ph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64D1B B7 D3, EVEX_Vfmsubadd231ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmsubadd231ph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64DDB B7 D3, EVEX_Vfmsubadd231ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmadd132ph xmm2,xmm6,[rax+10h]
62 F64D08 98 50 01, EVEX_Vfmadd132ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
# vfmadd132ph xmm18{k3},xmm14,xmm3
62 E60D0B 98 D3, EVEX_Vfmadd132ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfmadd132ph xmm2{k3}{z},xmm6,xmm3
62 F64D8B 98 D3, EVEX_Vfmadd132ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmadd132ph ymm2,ymm6,[rax+20h]
62 F64D28 98 50 01, EVEX_Vfmadd132ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float16
# vfmadd132ph ymm18{k3},ymm14,ymm3
62 E60D2B 98 D3, EVEX_Vfmadd132ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vfmadd132ph ymm2{k3}{z},ymm6,ymm3
62 F64DAB 98 D3, EVEX_Vfmadd132ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfmadd132ph zmm2,zmm6,[rax+40h]
62 F64D48 98 50 01, EVEX_Vfmadd132ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Float16
# vfmadd132ph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64D1B 98 D3, EVEX_Vfmadd132ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmadd132ph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64DDB 98 D3, EVEX_Vfmadd132ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmadd213ph xmm2,xmm6,[rax+10h]
62 F64D08 A8 50 01, EVEX_Vfmadd213ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
# vfmadd213ph xmm18{k3},xmm14,xmm3
62 E60D0B A8 D3, EVEX_Vfmadd213ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfmadd213ph xmm2{k3}{z},xmm6,xmm3
62 F64D8B A8 D3, EVEX_Vfmadd213ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmadd213ph ymm2,ymm6,[rax+20h]
62 F64D28 A8 50 01, EVEX_Vfmadd213ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float16
# vfmadd213ph ymm18{k3},ymm14,ymm3
62 E60D2B A8 D3, EVEX_Vfmadd213ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vfmadd213ph ymm2{k3}{z},ymm6,ymm3
62 F64DAB A8 D3, EVEX_Vfmadd213ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfmadd213ph zmm2,zmm6,[rax+40h]
62 F64D48 A8 50 01, EVEX_Vfmadd213ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Float16
# vfmadd213ph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64D1B A8 D3, EVEX_Vfmadd213ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmadd213ph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64DDB A8 D3, EVEX_Vfmadd213ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmadd231ph xmm2,xmm6,[rax+10h]
62 F64D08 B8 50 01, EVEX_Vfmadd231ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
# vfmadd231ph xmm18{k3},xmm14,xmm3
62 E60D0B B8 D3, EVEX_Vfmadd231ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfmadd231ph xmm2{k3}{z},xmm6,xmm3
62 F64D8B B8 D3, EVEX_Vfmadd231ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r r=xmm2 w=vmm2 r=k3 r=xmm6 r=xmm3
# vfmadd231ph ymm2,ymm6,[rax+20h]
62 F64D28 B8 50 01, EVEX_Vfmadd231ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float16
# vfmadd231ph ymm18{k3},ymm14,ymm3
62 E60D2B B8 D3, EVEX_Vfmadd231ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vfmadd231ph ymm2{k3}{z},ymm6,ymm3
62 F64DAB B8 D3, EVEX_Vfmadd231ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfmadd231ph zmm2,zmm6,[rax+40h]
62 F64D48 B8 50 01, EVEX_Vfmadd231ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Float16
# vfmadd231ph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64D1B B8 D3, EVEX_Vfmadd231ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmadd231ph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64DDB B8 D3, EVEX_Vfmadd231ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfnmadd132ph xmm2,xmm6,[rax+10h]
62 F64D08 9C 50 01, EVEX_Vfnmadd132ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
# vfnmadd132ph xmm18{k3},xmm14,xmm3
62 E60D0B 9C D3, EVEX_Vfnmadd132ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfnmadd132ph xmm2{k3}{z},xmm6,xmm3
62 F64D8B 9C D3, EVEX_Vfnmadd132ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfnmadd132ph ymm2,ymm6,[rax+20h]
62 F64D28 9C 50 01, EVEX_Vfnmadd132ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float16
# vfnmadd132ph ymm18{k3},ymm14,ymm3
62 E60D2B 9C D3, EVEX_Vfnmadd132ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vfnmadd132ph ymm2{k3}{z},ymm6,ymm3
62 F64DAB 9C D3, EVEX_Vfnmadd132ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfnmadd132ph zmm2,zmm6,[rax+40h]
62 F64D48 9C 50 01, EVEX_Vfnmadd132ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Float16
# vfnmadd132ph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64D1B 9C D3, EVEX_Vfnmadd132ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfnmadd132ph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64DDB 9C D3, EVEX_Vfnmadd132ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfnmadd213ph xmm2,xmm6,[rax+10h]
62 F64D08 AC 50 01, EVEX_Vfnmadd213ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
# vfnmadd213ph xmm18{k3},xmm14,xmm3
62 E60D0B AC D3, EVEX_Vfnmadd213ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfnmadd213ph xmm2{k3}{z},xmm6,xmm3
62 F64D8B AC D3, EVEX_Vfnmadd213ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfnmadd213ph ymm2,ymm6,[rax+20h]
62 F64D28 AC 50 01, EVEX_Vfnmadd213ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float16
# vfnmadd213ph ymm18{k3},ymm14,ymm3
62 E60D2B AC D3, EVEX_Vfnmadd213ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vfnmadd213ph ymm2{k3}{z},ymm6,ymm3
62 F64DAB AC D3, EVEX_Vfnmadd213ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfnmadd213ph zmm2,zmm6,[rax+40h]
62 F64D48 AC 50 01, EVEX_Vfnmadd213ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Float16
# vfnmadd213ph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64D1B AC D3, EVEX_Vfnmadd213ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfnmadd213ph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64DDB AC D3, EVEX_Vfnmadd213ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfnmadd231ph xmm2,xmm6,[rax+10h]
62 F64D08 BC 50 01, EVEX_Vfnmadd231ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
# vfnmadd231ph xmm18{k3},xmm14,xmm3
62 E60D0B BC D3, EVEX_Vfnmadd231ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfnmadd231ph xmm2{k3}{z},xmm6,xmm3
62 F64D8B BC D3, EVEX_Vfnmadd231ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfnmadd231ph ymm2,ymm6,[rax+20h]
62 F64D28 BC 50 01, EVEX_Vfnmadd231ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float16
# vfnmadd231ph ymm18{k3},ymm14,ymm3
62 E60D2B BC D3, EVEX_Vfnmadd231ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vfnmadd231ph ymm2{k3}{z},ymm6,ymm3
62 F64DAB BC D3, EVEX_Vfnmadd231ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfnmadd231ph zmm2,zmm6,[rax+40h]
62 F64D48 BC 50 01, EVEX_Vfnmadd231ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Float16
# vfnmadd231ph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64D1B BC D3, EVEX_Vfnmadd231ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfnmadd231ph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64DDB BC D3, EVEX_Vfnmadd231ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmadd132sh xmm2,xmm6,[rax+2]
62 F64D08 99 50 01, EVEX_Vfmadd132sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x2;Float16
# vfmadd132sh xmm18{k3},xmm14,xmm3
62 E60D0B 99 D3, EVEX_Vfmadd132sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfmadd132sh xmm2{k3}{z},xmm6,xmm3
62 F64D8B 99 D3, EVEX_Vfmadd132sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmadd213sh xmm2,xmm6,[rax+2]
62 F64D08 A9 50 01, EVEX_Vfmadd213sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x2;Float16
# vfmadd213sh xmm18{k3},xmm14,xmm3
62 E60D0B A9 D3, EVEX_Vfmadd213sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfmadd213sh xmm2{k3}{z},xmm6,xmm3
62 F64D8B A9 D3, EVEX_Vfmadd213sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmadd231sh xmm2,xmm6,[rax+2]
62 F64D08 B9 50 01, EVEX_Vfmadd231sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x2;Float16
# vfmadd231sh xmm18{k3},xmm14,xmm3
62 E60D0B B9 D3, EVEX_Vfmadd231sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfmadd231sh xmm2{k3}{z},xmm6,xmm3
62 F64D8B B9 D3, EVEX_Vfmadd231sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfnmadd132sh xmm2,xmm6,[rax+2]
62 F64D08 9D 50 01, EVEX_Vfnmadd132sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x2;Float16
# vfnmadd132sh xmm18{k3},xmm14,xmm3
62 E60D0B 9D D3, EVEX_Vfnmadd132sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfnmadd132sh xmm2{k3}{z},xmm6,xmm3
62 F64D8B 9D D3, EVEX_Vfnmadd132sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfnmadd213sh xmm2,xmm6,[rax+2]
62 F64D08 AD 50 01, EVEX_Vfnmadd213sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x2;Float16
# vfnmadd213sh xmm18{k3},xmm14,xmm3
62 E60D0B AD D3, EVEX_Vfnmadd213sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfnmadd213sh xmm2{k3}{z},xmm6,xmm3
62 F64D8B AD D3, EVEX_Vfnmadd213sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfnmadd231sh xmm2,xmm6,[rax+2]
62 F64D08 BD 50 01, EVEX_Vfnmadd231sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x2;Float16
# vfnmadd231sh xmm18{k3},xmm14,xmm3
62 E60D0B BD D3, EVEX_Vfnmadd231sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfnmadd231sh xmm2{k3}{z},xmm6,xmm3
62 F64D8B BD D3, EVEX_Vfnmadd231sh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmsub132ph xmm2,xmm6,[rax+10h]
62 F64D08 9A 50 01, EVEX_Vfmsub132ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
